OD ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
OD289,Member,Male,Frozen and poultry,23.22,2,2.322,46.44,21-Jul-23,15:51,Cash
OD290,Normal,Male,Drinks/Beverage,22.33,2,2.233,44.66,21-Jul-23,11:43,Cash
OD291,Normal,Male,Oil and masalas,22.34,3,23.233,67.02,21-Jul-23,13:55,Cash
OD292,Normal,Male,Food Grains,23.04,1,2.403,23.04,21-Jul-23,20:26,Cash
OD293,Normal,Male,Frozen and poultry,34.22,1,33.11,34.22,21-Jul-23,14:42,Debit Card
OD294,Normal,Female,Food Grains,23.22,2,3.322,46.44,21-Jul-23,11:40,Ewallet/Mo-Banking
OD295,Normal,Male,Food and beverages,21.12,3,3.443,63.36,21-Jul-23,19:31,Cash
OD296,Normal,Female,Food and beverages,34.23,1,42.312,34.23,21-Jul-23,11:36,Cash
OD297,Normal,Female,Food Grains,34.34,2,21.333,68.68,21-Jul-23,10:39,Cash
OD298,Normal,Male,Snacks and Fastfood,43.23,3,13.032,129.69,21-Jul-23,14:47,Cash
OD299,Normal,Male,Frozen and poultry,23.22,2,22.413,46.44,21-Jul-23,,Cash
OD300,Normal,Male,Food Grains,32.33,1,13.43,32.33,21-Jul-23,19:48,Cash
OD301,Normal,Male,Frozen and poultry,23.22,2,2.322,46.44,21-Jul-23,15:51,Debit Card
OD302,Normal,Male,Drinks/Beverage,22.33,2,2.233,44.66,21-Jul-23,11:43,Debit Card
OD303,Member,Male,Oil and masalas,22.34,3,23.233,67.02,21-Jul-23,13:55,Ewallet/Mo-Banking
OD304,Member,Male,Food Grains,23.04,1,2.403,23.04,21-Jul-23,20:26,Ewallet/Mo-Banking
OD305,Normal,Male,Food Grains,42.43,1,2.1232,42.43,21-Jul-23,16:57,Cash
OD306,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,21-Jul-23,18:09,Ewallet/Mo-Banking
OD307,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,21-Jul-23,13:00,Cash
OD308,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,21-Jul-23,13:40,Cash
OD309,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,21-Jul-23,18:50,Ewallet/Mo-Banking
OD310,Member,Male,Food and beverages,41.22,2,12.433,82.44,21-Jul-23,15:24,Cash
OD311,Member,Female,Food Grains,31.23,3,12.223,93.69,21-Jul-23,16:19,Cash
OD312,Normal,Male,Food Grains,44.23,2,13.333,88.46,21-Jul-23,20:08,Cash
OD313,Normal,Male,Food Grains,42.43,1,2.1232,42.43,21-Jul-23,16:57,Cash
OD314,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,21-Jul-23,18:09,Debit Card
OD315,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,21-Jul-23,13:00,Ewallet/Mo-Banking
OD316,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,21-Jul-23,13:40,Cash
OD317,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,21-Jul-23,18:50,Cash
OD318,Member,Male,Food and beverages,41.22,2,12.433,82.44,21-Jul-23,15:24,Cash
OD319,Member,Female,Food Grains,31.23,3,12.223,93.69,21-Jul-23,16:19,Cash
OD320,Normal,Male,Food Grains,44.23,2,13.333,88.46,21-Jul-23,20:08,Cash
OD321,Normal,Male,Food Grains,42.43,1,2.1232,42.43,21-Jul-23,16:57,Cash
OD322,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,21-Jul-23,18:09,Debit Card
OD323,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,21-Jul-23,13:00,Debit Card
OD324,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,21-Jul-23,13:40,Ewallet/Mo-Banking
OD325,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,21-Jul-23,18:50,Ewallet/Mo-Banking
OD326,Member,Male,Food and beverages,41.22,2,12.433,82.44,21-Jul-23,15:24,Cash
OD327,Member,Female,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Ewallet/Mo-Banking
OD328,Normal,Male,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Cash
OD329,Normal,Male,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Ewallet/Mo-Banking
OD330,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Cash
OD331,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD332,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD333,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Cash
OD334,Member,Male,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD335,Member,Female,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Debit Card
OD336,Normal,Male,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Ewallet/Mo-Banking
OD337,Member,Male,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD338,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Cash
OD339,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD340,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD341,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Cash
OD342,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD343,Member,Male,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Debit Card
OD344,Member,Female,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Debit Card
OD345,Member,Male,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Ewallet/Mo-Banking
OD346,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Ewallet/Mo-Banking
OD347,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD348,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Ewallet/Mo-Banking
OD349,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Cash
OD350,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD351,Normal,Male,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Cash
OD352,Normal,Female,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Cash
OD353,Normal,Male,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD354,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Cash
OD355,Normal,Male,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD356,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Debit Card
OD357,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Ewallet/Mo-Banking
OD358,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD359,Member,Female,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Cash
OD360,Member,Male,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Ewallet/Mo-Banking
OD361,Member,Male,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD362,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Cash
OD363,Member,Male,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD364,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD365,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Debit Card
OD366,Member,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Ewallet/Mo-Banking
OD367,Normal,Female,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Cash
OD368,Member,Male,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Cash
OD369,Normal,Female,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD370,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Cash
OD371,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD372,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD373,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Debit Card
OD374,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Debit Card
OD375,Normal,Male,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Ewallet/Mo-Banking
OD376,Normal,Female,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Ewallet/Mo-Banking
OD377,Normal,Female,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD378,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Ewallet/Mo-Banking
OD379,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Cash
OD380,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD381,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Ewallet/Mo-Banking
OD382,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD383,Normal,Male,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Cash
OD384,Normal,Female,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Cash
OD385,Normal,Female,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD386,Member,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Debit Card
OD387,Member,Male,Drinks/Beverage,34.21,1,13.42,34.21,22-Jul-23,13:00,Ewallet/Mo-Banking
OD388,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,22-Jul-23,13:40,Cash
OD389,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,22-Jul-23,18:50,Cash
OD390,Normal,Female,Food and beverages,41.22,2,12.433,82.44,22-Jul-23,15:24,Cash
OD391,Normal,Female,Food Grains,31.23,3,12.223,93.69,22-Jul-23,16:19,Cash
OD392,Normal,Male,Food Grains,44.23,2,13.333,88.46,22-Jul-23,20:08,Cash
OD393,Member,Female,Food Grains,42.43,1,2.1232,42.43,22-Jul-23,16:57,Cash
OD394,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,22-Jul-23,18:09,Debit Card
OD395,Normal,Male,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Debit Card
OD396,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Ewallet/Mo-Banking
OD397,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Ewallet/Mo-Banking
OD398,Member,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Cash
OD399,Normal,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Ewallet/Mo-Banking
OD400,Member,Female,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Cash
OD401,Normal,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Ewallet/Mo-Banking
OD402,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Cash
OD403,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD404,Normal,Female,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Cash
OD405,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Cash
OD406,Normal,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Cash
OD407,Member,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Debit Card
OD408,Member,Male,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Ewallet/Mo-Banking
OD409,Normal,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Cash
OD410,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Cash
OD411,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD422,Member,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Cash
OD423,Normal,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Cash
OD424,Normal,Male,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Cash
OD425,Member,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Cash
OD426,Member,Male,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Cash
OD427,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD428,Normal,Female,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Debit Card
OD429,Member,Female,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Ewallet/Mo-Banking
OD430,Member,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Cash
OD431,Normal,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Cash
OD432,Member,Male,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Ewallet/Mo-Banking
OD433,Normal,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Cash
OD434,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Cash
OD435,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD436,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Cash
OD437,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Debit Card
OD438,Normal,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Ewallet/Mo-Banking
OD439,Member,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Cash
OD440,Normal,Female,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Cash
OD441,Member,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Cash
OD442,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Cash
OD443,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD444,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Cash
OD445,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Debit Card
OD446,Normal,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Debit Card
OD447,Member,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Ewallet/Mo-Banking
OD448,Member,Female,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Ewallet/Mo-Banking
OD449,Normal,Female,Food Grains,42.43,1,2.1232,42.43,23-Jul-23,16:57,Cash
OD450,Normal,Female,Oil and masalas,33.32,2,3.332,66.64,23-Jul-23,18:09,Ewallet/Mo-Banking
OD451,Normal,Male,Drinks/Beverage,34.21,1,13.42,34.21,23-Jul-23,13:00,Cash
OD452,Member,Female,Oil and masalas,40.21,3,13.2342,120.63,23-Jul-23,13:40,Cash
OD453,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,23-Jul-23,18:50,Ewallet/Mo-Banking
OD454,Member,Female,Food and beverages,41.22,2,12.433,82.44,23-Jul-23,15:24,Cash
OD455,Normal,Female,Food Grains,31.23,3,12.223,93.69,23-Jul-23,16:19,Cash
OD456,Normal,Male,Food Grains,44.23,2,13.333,88.46,23-Jul-23,20:08,Cash
OD457,Normal,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Cash
OD458,Member,Female,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Debit Card
OD459,Member,Male,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Ewallet/Mo-Banking
OD460,Member,Female,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD461,Normal,Male,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Cash
OD462,Normal,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Cash
OD463,Member,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Cash
OD464,Normal,Male,Food Grains,44.23,2,13.333,88.46,24-Jul-23,20:08,Cash
OD465,Member,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Cash
OD466,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Debit Card
OD467,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Debit Card
OD468,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Ewallet/Mo-Banking
OD469,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Ewallet/Mo-Banking
OD470,Normal,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Cash
OD471,Normal,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Ewallet/Mo-Banking
OD472,Member,Male,Food Grains,44.23,2,13.333,88.46,24-Jul-23,20:08,Cash
OD473,Member,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Ewallet/Mo-Banking
OD474,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Cash
OD475,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Cash
OD476,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD477,Member,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Cash
OD478,Normal,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Cash
OD479,Normal,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Debit Card
OD480,Normal,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Ewallet/Mo-Banking
OD481,Member,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Cash
OD482,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Cash
OD483,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD484,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Cash
OD485,Normal,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Cash
OD486,Normal,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Cash
OD487,Member,Female,Food Grains,44.23,2,13.333,88.46,24-Jul-23,20:08,Debit Card
OD488,Normal,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Debit Card
OD489,Member,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Ewallet/Mo-Banking
OD490,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Ewallet/Mo-Banking
OD491,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD492,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Ewallet/Mo-Banking
OD493,Member,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Cash
OD494,Member,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Cash
OD495,Normal,Female,Food Grains,44.23,2,13.333,88.46,24-Jul-23,20:08,Cash
OD496,Member,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Cash
OD497,Normal,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Cash
OD498,Member,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Cash
OD499,Member,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD500,Member,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Debit Card
OD501,Member,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Ewallet/Mo-Banking
OD502,Member,Female,Food Grains,31.23,3,12.223,93.69,24-Jul-23,16:19,Cash
OD503,Normal,Female,Food Grains,44.23,2,13.333,88.46,24-Jul-23,20:08,Cash
OD504,Normal,Male,Food Grains,42.43,1,2.1232,42.43,24-Jul-23,16:57,Ewallet/Mo-Banking
OD505,Member,Male,Oil and masalas,33.32,2,3.332,66.64,24-Jul-23,18:09,Cash
OD506,Normal,Female,Drinks/Beverage,34.21,1,13.42,34.21,24-Jul-23,13:00,Cash
OD507,Normal,Male,Oil and masalas,40.21,3,13.2342,120.63,24-Jul-23,13:40,Cash
OD508,Normal,Female,Frozen and poultry,22.01,2,2.203,44.02,24-Jul-23,18:50,Cash
OD509,Normal,Female,Food and beverages,41.22,2,12.433,82.44,24-Jul-23,15:24,Debit Card
OD510,Normal,Male,Drinks/Beverage,30.01,2,13.2022,60.02,24-Jul-23,11:36,Ewallet/Mo-Banking
OD511,Normal,Female,Drinks/Beverage,23.03,3,4.3232,69.09,24-Jul-23,12:02,Cash
OD512,Member,Female,Drinks/Beverage,21.12,2,2.112,42.24,24-Jul-23,19:17,Cash
OD513,Normal,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,24-Jul-23,16:47,Cash
OD514,Member,Female,Drinks/Beverage,32.33,1,3.334,32.33,24-Jul-23,10:30,Cash
OD515,Normal,Female,Food Grains,33.33,1,4.223,33.33,24-Jul-23,13:07,Cash
OD516,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,24-Jul-23,20:24,Cash
OD517,Member,Male,Drinks/Beverage,22,3,24.3,66,24-Jul-23,19:08,Debit Card
OD518,Normal,Male,Drinks/Beverage,30.01,2,13.2022,60.02,24-Jul-23,11:36,Debit Card
OD519,Normal,Female,Drinks/Beverage,23.03,3,4.3232,69.09,24-Jul-23,12:02,Ewallet/Mo-Banking
OD520,Member,Female,Drinks/Beverage,21.12,2,2.112,42.24,24-Jul-23,19:17,Ewallet/Mo-Banking
OD521,Normal,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,24-Jul-23,16:47,Cash
OD522,Member,Male,Drinks/Beverage,32.33,1,3.334,32.33,24-Jul-23,10:30,Ewallet/Mo-Banking
OD523,Normal,Male,Food Grains,33.33,1,4.223,33.33,24-Jul-23,13:07,Cash
OD524,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,24-Jul-23,20:24,Cash
OD525,Member,Male,Drinks/Beverage,22,3,24.3,66,24-Jul-23,19:08,Ewallet/Mo-Banking
OD526,Normal,Male,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD527,Normal,Female,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Cash
OD528,Member,Female,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Cash
OD529,Normal,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Cash
OD530,Member,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Debit Card
OD531,Normal,Male,Food Grains,33.33,1,4.223,33.33,25-Jul-23,13:07,Ewallet/Mo-Banking
OD532,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,25-Jul-23,20:24,Cash
OD533,Member,Male,Drinks/Beverage,22,3,24.3,66,25-Jul-23,19:08,Cash
OD534,Normal,Male,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD535,Normal,Female,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Cash
OD536,Member,Female,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Cash
OD537,Normal,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Cash
OD538,Member,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Debit Card
OD539,Normal,Male,Food Grains,33.33,1,4.223,33.33,25-Jul-23,13:07,Debit Card
OD540,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,25-Jul-23,20:24,Ewallet/Mo-Banking
OD541,Member,Male,Drinks/Beverage,22,3,24.3,66,25-Jul-23,19:08,Ewallet/Mo-Banking
OD542,Member,Male,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD543,Normal,Male,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Ewallet/Mo-Banking
OD544,Member,Male,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Cash
OD545,Normal,Male,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Ewallet/Mo-Banking
OD546,Normal,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Cash
OD547,Normal,Female,Food Grains,33.33,1,4.223,33.33,25-Jul-23,13:07,Cash
OD548,Member,Female,Snacks and Fastfood,23.12,2,13.342,46.24,25-Jul-23,20:24,Cash
OD549,Member,Male,Drinks/Beverage,22,3,24.3,66,25-Jul-23,19:08,Cash
OD550,Member,Male,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD551,Normal,Male,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Debit Card
OD552,Member,Male,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Ewallet/Mo-Banking
OD553,Normal,Male,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Cash
OD554,Member,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Cash
OD555,Member,Female,Food Grains,33.33,1,4.223,33.33,25-Jul-23,13:07,Cash
OD556,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,25-Jul-23,20:24,Cash
OD557,Normal,Male,Drinks/Beverage,22,3,24.3,66,25-Jul-23,19:08,Cash
OD558,Normal,Female,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD559,Normal,Male,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Debit Card
OD560,Member,Male,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Debit Card
OD561,Member,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Ewallet/Mo-Banking
OD562,Normal,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Ewallet/Mo-Banking
OD563,Normal,Male,Food Grains,33.33,1,4.223,33.33,25-Jul-23,13:07,Cash
OD564,Normal,Female,Snacks and Fastfood,23.12,2,13.342,46.24,25-Jul-23,20:24,Ewallet/Mo-Banking
OD565,Member,Male,Drinks/Beverage,22,3,24.3,66,25-Jul-23,19:08,Cash
OD566,Normal,Female,Drinks/Beverage,30.01,2,13.2022,60.02,25-Jul-23,11:36,Cash
OD567,Normal,Male,Drinks/Beverage,23.03,3,4.3232,69.09,25-Jul-23,12:02,Cash
OD568,Member,Male,Drinks/Beverage,21.12,2,2.112,42.24,25-Jul-23,19:17,Cash
OD569,Member,Female,Snacks and Fastfood,23.03,2,12.3322,46.06,25-Jul-23,16:47,Cash
OD570,Member,Male,Drinks/Beverage,32.33,1,3.334,32.33,25-Jul-23,10:30,Cash
